section,category,description,region,date,metric,value
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-04-19,Percent Change,-0.44
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-04-26,Number of New Hospital Admissions,571
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-04-26,Percent Change,-0.38
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-05-03,Number of New Hospital Admissions,418
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-05-03,Percent Change,-0.27
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-05-10,Number of New Hospital Admissions,371
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-05-10,Percent Change,-0.11
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-05-17,Number of New Hospital Admissions,306
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-05-17,Percent Change,-0.18
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-05-24,Number of New Hospital Admissions,206
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-05-24,Percent Change,-0.33
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-05-31,Number of New Hospital Admissions,135
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-05-31,Percent Change,-0.34
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-06-07,Number of New Hospital Admissions,147
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-06-07,Percent Change,0.09
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-06-14,Number of New Hospital Admissions,160
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-06-14,Percent Change,0.09
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-06-21,Number of New Hospital Admissions,132
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-06-21,Percent Change,-0.17
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-06-28,Number of New Hospital Admissions,175
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-06-28,Percent Change,0.33
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-07-05,Number of New Hospital Admissions,250
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-07-05,Percent Change,0.43
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-07-12,Number of New Hospital Admissions,292
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-07-12,Percent Change,0.17
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-07-19,Number of New Hospital Admissions,217
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-07-19,Percent Change,-0.26
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-07-26,Number of New Hospital Admissions,209
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-07-26,Percent Change,-0.04
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-08-02,Number of New Hospital Admissions,205
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-08-02,Percent Change,-0.02
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-08-09,Number of New Hospital Admissions,133
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-08-09,Percent Change,-0.35
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-08-16,Number of New Hospital Admissions,145
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-08-16,Percent Change,0.09
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-08-23,Number of New Hospital Admissions,150
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-08-23,Percent Change,0.03
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-08-30,Number of New Hospital Admissions,139
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-08-30,Percent Change,-0.07
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-09-06,Number of New Hospital Admissions,138
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-09-06,Percent Change,-0.01
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-09-13,Number of New Hospital Admissions,149
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-09-13,Percent Change,0.08
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-09-20,Number of New Hospital Admissions,218
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-09-20,Percent Change,0.46
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-09-27,Number of New Hospital Admissions,248
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-09-27,Percent Change,0.14
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-10-04,Number of New Hospital Admissions,305
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-10-04,Percent Change,0.23
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-10-11,Number of New Hospital Admissions,424
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-10-11,Percent Change,0.39
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-10-18,Number of New Hospital Admissions,618
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-10-18,Percent Change,0.46
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-10-25,Number of New Hospital Admissions,723
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-10-25,Percent Change,0.17
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-11-01,Number of New Hospital Admissions,1051
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-11-01,Percent Change,0.45
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-11-08,Number of New Hospital Admissions,1377
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-11-08,Percent Change,0.31
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-11-15,Number of New Hospital Admissions,1853
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-11-15,Percent Change,0.35
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-11-22,Number of New Hospital Admissions,1541
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-11-22,Percent Change,-0.17
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-11-29,Number of New Hospital Admissions,216
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-11-29,Percent Change,-0.86
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-12,Patients Discharged or Transferred Within the Last 24 Hours,149
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-13,Patients Discharged or Transferred Within the Last 24 Hours,148
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-14,Patients Discharged or Transferred Within the Last 24 Hours,203
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-15,Patients Discharged or Transferred Within the Last 24 Hours,220
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-16,Patients Discharged or Transferred Within the Last 24 Hours,239
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-17,Patients Discharged or Transferred Within the Last 24 Hours,203
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-18,Patients Discharged or Transferred Within the Last 24 Hours,230
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-18,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,199
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-19,Patients Discharged or Transferred Within the Last 24 Hours,215
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-19,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,208
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-20,Patients Discharged or Transferred Within the Last 24 Hours,103
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-20,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,202
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-21,Patients Discharged or Transferred Within the Last 24 Hours,97
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-21,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,187
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-22,Patients Discharged or Transferred Within the Last 24 Hours,73
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-22,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,166
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-23,Patients Discharged or Transferred Within the Last 24 Hours,77
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-23,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,143
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-24,Patients Discharged or Transferred Within the Last 24 Hours,72
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-24,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,124
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-25,Patients Discharged or Transferred Within the Last 24 Hours,57
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-25,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,99
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-26,Patients Discharged or Transferred Within the Last 24 Hours,64
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-26,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,78
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-27,Patients Discharged or Transferred Within the Last 24 Hours,53
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-27,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,70
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-28,Patients Discharged or Transferred Within the Last 24 Hours,72
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-28,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,67
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-29,Patients Discharged or Transferred Within the Last 24 Hours,82
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-29,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,68
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-30,Patients Discharged or Transferred Within the Last 24 Hours,58
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-04-30,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,65
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-01,Patients Discharged or Transferred Within the Last 24 Hours,71
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-01,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,65
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-02,Patients Discharged or Transferred Within the Last 24 Hours,67
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-02,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,67
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-03,Patients Discharged or Transferred Within the Last 24 Hours,54
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-03,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,65
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-04,Patients Discharged or Transferred Within the Last 24 Hours,43
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-04,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,64
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-05,Patients Discharged or Transferred Within the Last 24 Hours,93
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-05,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,67
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-06,Patients Discharged or Transferred Within the Last 24 Hours,58
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-06,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,63
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-07,Patients Discharged or Transferred Within the Last 24 Hours,68
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-07,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,65
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-08,Patients Discharged or Transferred Within the Last 24 Hours,40
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-08,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,60
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-09,Patients Discharged or Transferred Within the Last 24 Hours,65
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-09,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,60
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-10,Patients Discharged or Transferred Within the Last 24 Hours,49
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-10,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,59
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-11,Patients Discharged or Transferred Within the Last 24 Hours,53
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-11,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,61
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-12,Patients Discharged or Transferred Within the Last 24 Hours,38
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-12,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,53
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-13,Patients Discharged or Transferred Within the Last 24 Hours,57
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-13,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,53
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-14,Patients Discharged or Transferred Within the Last 24 Hours,46
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-14,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,50
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-15,Patients Discharged or Transferred Within the Last 24 Hours,59
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-15,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,52
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-16,Patients Discharged or Transferred Within the Last 24 Hours,36
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-16,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,48
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-17,Patients Discharged or Transferred Within the Last 24 Hours,34
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-17,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,46
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-18,Patients Discharged or Transferred Within the Last 24 Hours,42
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-18,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,45
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-05-19,Patients Discharged or Transferred Within the Last 24 Hours,43
